0,Unet_deeper,sgd,0.002093068798583295,0.35,1.8671144526640467e-05,leaky_relu,binary_crossentropy,0.4,0.19711236655712128
1,Unet_deep,rmsprop,0.0020706908934388416,0.1,0.03745795961816239,leaky_relu,dice_loss,0.5,0.1255454421043396
2,Unet_wide,adam,0.09426580826539678,0.15000000000000002,6.63397979949854e-05,leaky_relu,dice_loss,0.0,0.8918754458427429
3,Unet_deeper,sgd,0.08569911714299837,0.1,0.000276084762256895,leaky_relu,dice_loss,0.6000000000000001,0.7127790451049805
4,Unet_wide,sgd,0.0003630629368877785,0.1,0.0016740826652542223,relu,binary_crossentropy,0.2,5.1750807762146
5,Unet_wide,sgd,0.0003169880094234645,0.35,0.04076683492005937,leaky_relu,binary_crossentropy,0.30000000000000004,110.41516876220703
6,Unet_deep,rmsprop,0.0001396774682600123,0.35,0.0006435775033302889,leaky_relu,dice_loss,0.2,1.0444949865341187
7,Unet_deeper,rmsprop,1.017134054850835e-05,0.35,0.0027743167751243785,relu,dice_loss,0.2,7.954901218414307
8,Unet_simple,rmsprop,0.0874745068038455,0.15000000000000002,4.50662869918047e-05,relu,dice_loss,0.30000000000000004,0.8758311867713928
9,Unet_wide,adam,0.008059664449950925,0.30000000000000004,0.0020706488609787497,leaky_relu,binary_crossentropy,0.1,29269080.0
10,Unet_deep,rmsprop,0.007093232164674201,0.2,0.08834847484601219,relu,dice_loss,0.9,0.1742682009935379
11,Unet_deep,rmsprop,0.006745076849767048,0.2,0.04870992500629794,relu,dice_loss,0.9,0.12350420653820038
12,Unet,rmsprop,0.006986778412677947,0.25,0.01805660494814726,relu,dice_loss,0.7000000000000001,0.06824096292257309
13,Unet,rmsprop,0.014010881042543496,0.25,0.007896553709393505,relu,dice_loss,0.9,0.040258727967739105
14,Unet,rmsprop,0.027298915501369793,0.25,0.00771262385444377,relu,dice_loss,0.7000000000000001,0.875847339630127
15,Unet,rmsprop,0.014138258600481686,0.25,0.010722226810435534,relu,dice_loss,0.7000000000000001,0.049051664769649506
16,Unet,adam,0.016055864997377566,0.30000000000000004,0.006363408859408438,relu,dice_loss,0.8,0.03268175944685936
17,Unet,adam,0.026250816011071244,0.4,0.004684860957271337,relu,dice_loss,0.8,0.8781580924987793
18,Unet,adam,0.0017884893611513262,0.30000000000000004,0.0005857716188377117,relu,binary_crossentropy,0.9,0.045795001089572906
19,Unet_simple,adam,1.329876012764165e-05,0.30000000000000004,0.0001659600307077972,relu,dice_loss,0.8,0.5924649834632874
